COL1,COL2,SMILES
,A7,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)CCC(c3ccccc3)c3ccccc3)cc(=O)oc2c1
,A8,Cc1ccccc1CN(CCCNC(=O)CCl)C(=O)c1cc(=O)oc2cc(N(C)C)ccc12
,A9,CCOc1ccccc1CN(CCCNC(=O)CCl)C(=O)c1cc(=O)oc2cc(N(C)C)ccc12
,A10,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)C3CCN(Cc4ccccc4)CC3)cc(=O)oc2c1
,A11,COc1cccc(CN(CCCNC(=O)CCl)C(=O)c2cc(=O)oc3cc(N(C)C)ccc23)c1OC
,B2,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.O=C(CCl)NCCCc1ccccc1
,B3,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3c(Cl)cccc3Cl)cc(=O)oc2c1
,B4,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.O=C(CCl)NCCc1ccc(F)cc1
,B5,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.COCCCNC(=O)CCl
,B6,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.COCCCCNC(=O)CCl
,B7,COCCN(CCCNC(=O)CCl)C(=O)c1cc(=O)oc2cc(N(C)C)ccc12
,b8,COc1ccc(OC)c(CN(CCCNC(=O)CCl)C(=O)c2cc(=O)oc3cc(N(C)C)ccc23)c1
,B9,C.CCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,B10,CCCCC(CC)OCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,B11,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3ccc(F)cc3)cc(=O)oc2c1
,C2,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3cccc(F)c3)cc(=O)oc2c1
,C3,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3ccc(Cl)cc3)cc(=O)oc2c1
,C4,CCCC.CCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,C5,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3ccc(-c4ccccc4)cc3)cc(=O)oc2c1
,C6,COc1cc(CN(CCCNC(=O)CCl)C(=O)c2cc(=O)oc3cc(N(C)C)ccc23)cc(OC)c1
,C7,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.COc1ccc(CCNC(=O)CCl)cc1OC
,C8,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.COc1ccccc1CCNC(=O)CCl
,C9,CC(C)OCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,C10,C.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.O=C(CCl)NCCCCc1ccccc1
,C11,CCCCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,D2,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3ccccc3Br)cc(=O)oc2c1
,D3,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.O=C(CCl)NCCCc1ccccc1
,D4,COc1cc(OC)c(CN(CCCNC(=O)CCl)C(=O)c2cc(=O)oc3cc(N(C)C)ccc23)c(OC)c1
,D5,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3cccc(F)c3F)cc(=O)oc2c1
,D6,COc1ccc(CN(CCCNC(=O)CCl)C(=O)c2cc(=O)oc3cc(N(C)C)ccc23)c(OC)c1
,D7,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.O=C(CCl)NCCc1ccc([N+](=O)[O-])cc1
,D8,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3ccccc3Cl)cc(=O)oc2c1
,D9,CCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,D10,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3ccccc3)cc(=O)oc2c1
,D11,COc1ccc(CN(CCCNC(=O)CCl)C(=O)c2cc(=O)oc3cc(N(C)C)ccc23)cc1
,E2,CCCCCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,E3,COc1cccc(CN(CCCNC(=O)CCl)C(=O)c2cc(=O)oc3cc(N(C)C)ccc23)c1
,E4,COc1ccccc1CN(CCCNC(=O)CCl)C(=O)c1cc(=O)oc2cc(N(C)C)ccc12
,e5,CC(c1ccc(F)cc1)N(CCCNC(=O)CCl)C(=O)c1cc(=O)oc2cc(N(C)C)ccc12
,E6,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.COc1ccc(CCNC(=O)CCl)cc1
,E7,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.Cc1ccc(CCNC(=O)CCl)cc1
,E8,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.Cc1cccc(CCNC(=O)CCl)c1
,E9,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.O=C(CCl)NCCc1ccc(F)cc1F
,E10,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3cccc(Cl)c3)cc(=O)oc2c1
,E11,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.O=C(CCl)NCCc1cccc(F)c1
,F2,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3cc(F)cc(F)c3)cc(=O)oc2c1
,F3,CCCCCC.CN(C)c1ccc2c(C(=O)N(CCCN)CCCNC(=O)CCl)cc(=O)oc2c1
,F4,CCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,F5,CCN(CC)CCN(CCCNC(=O)CCl)C(=O)c1cc(=O)oc2cc(N(C)C)ccc12
,F6,CC.CCCN.CCCNC(=O)CCl.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,F7,C.C.CN(C)c1ccc2c(C(=O)N(CCCN)CCCNC(=O)CCl)cc(=O)oc2c1
,F8,CCC(C)CCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,F9,CC(C)CCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,F10,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3ccc(F)c(F)c3)cc(=O)oc2c1
,F11,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.O=C(CCl)NCCc1ccccc1F
,G2,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.Cc1ccc(CCNC(=O)CCl)cc1
,G3,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.O=C(CCl)NCCc1ccccc1Cl
,G4,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc(=O)oc2c1
,G5,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3ccc(C(C)(C)C)cc3)cc(=O)oc2c1
,G6,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3ccc(Cl)cc3Cl)cc(=O)oc2c1
,G7,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.O=C(CCl)NCCc1ccccc1.c1ccccc1
,G8,CCCCCCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,G9,CCCCCCCCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,G10,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.O=C(CCl)NCCc1ccc(Br)cc1
,G11,CC.CCCN.CCCNC(=O)CCl.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,H2,CCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,H3,CCCCCCCCCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,H4,CCCCCCCCCCCCCCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,H5,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.O=C(CCl)NCCc1ccccc1-c1ccccc1
,H6,C.CC(C)CCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,H7,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3ccc(Cl)cc3F)cc(=O)oc2c1
,H8,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3ccc(Br)cc3F)cc(=O)oc2c1
,H9,CN(C)c1ccc2c(C(=O)N(CCCNC(=O)CCl)Cc3ccc(S(C)(=O)=O)cc3)cc(=O)oc2c1
,H10,CCCCCCCCC/C=C\CCCCCCCCNC(=O)CCl.CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1
,H11,CCCN.CN(C)c1ccc2c(C=O)cc(=O)oc2c1.O=C(CCl)NCCc1ccc(Cl)cc1
BIDAM,A2,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCCCCCCCCCCCCC)CCN)=O)C3=C1C=CC=C3
,A3,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC(OCO4)=C4C=C3)CCN)=O)C5=C1C=CC=C5
,A4,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(C(CC3=CC=CC=C3)C)CCN)=O)C4=C1C=CC=C4
,A5,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=C(F)C=CC=C3F)CCN)=O)C4=C1C=CC=C4
,A6,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC(C)(C)C)CCN)=O)C3=C1C=CC=C3
,A7,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC(C3=CC=CC=C3)C4=CC=CC=C4)CCN)=O)C5=C1C=CC=C5
,A8,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=C(C)C=CC=C3)CCN)=O)C4=C1C=CC=C4
,A9,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=C(OCC)C=CC=C3)CCN)=O)C4=C1C=CC=C4
,A10,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=C(OC)C(OC)=CC=C3)CCN)=O)C4=C1C=CC=C4
,A11,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCCC3=CC=CC=C3)CCN)=O)C4=C1C=CC=C4
,B2,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=C(Cl)C=CC=C3Cl)CCN)=O)C4=C1C=CC=C4
,B3,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=C(F)C=C3)CCN)=O)C4=C1C=CC=C4
,B4,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCOC)CCN)=O)C3=C1C=CC=C3
,B5,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCOC)CCN)=O)C3=C1C=CC=C3
,B6,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(C3CCCC3)CCN)=O)C4=C1C=CC=C4
,b7,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=C(OC)C=CC(OC)=C3)CCN)=O)C4=C1C=CC=C4
,B8,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=C(OC)C(OC)=CC=C3)CCN)=O)C4=C1C=CC=C4
,B9,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCOCC(CC)CCCC)CCN)=O)C3=C1C=CC=C3
,B10,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=C(CC)C=C3)CCN)=O)C4=C1C=CC=C4
,B11,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC=C(F)C=C3)CCN)=O)C4=C1C=CC=C4
,C2,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC(F)=CC=C3)CCN)=O)C4=C1C=CC=C4
,C3,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC=C(Cl)C=C3)CCN)=O)C4=C1C=CC=C4
,C4,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(C(CCCC)CC)CCN)=O)C3=C1C=CC=C3
,C5,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC=C(C4=CC=CC=C4)C=C3)CCN)=O)C5=C1C=CC=C5
,C6,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC(OC)=CC(OC)=C3)CCN)=O)C4=C1C=CC=C4
,C7,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC(OC)=C(OC)C=C3)CCN)=O)C4=C1C=CC=C4
,C8,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CN=C(Cl)C=C3)CCN)=O)C4=C1C=CC=C4
,C9,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=CC=C3OC)CCN)=O)C4=C1C=CC=C4
,C10,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCOC(C)C)CCN)=O)C3=C1C=CC=C3
,C11,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(C(C)CCC3=CC=CC=C3)CCN)=O)C4=C1C=CC=C4
,D2,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCCCCC)CCN)=O)C3=C1C=CC=C3
,D3,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC(OC)=C(OC)C=C3)CCN)=O)C4=C1C=CC=C4
,D4,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=C(Br)C=CC=C3)CCN)=O)C4=C1C=CC=C4
,D5,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC=C(C(F)(F)F)C=C3)CCN)=O)C4=C1C=CC=C4
,D6,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCC3=CC=CC=C3)CCN)=O)C4=C1C=CC=C4
,D7,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC(Br)=CC=C3)CCN)=O)C4=C1C=CC=C4
,D8,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC(OC)=C(OC)C(OC)=C3)CCN)=O)C4=C1C=CC=C4
,D9,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=C(OC)C=C(OC)C=C3)CCN)=O)C4=C1C=CC=C4
,D10,CN1C(/C=C/C2=CC=C(C=C2)N(C)CCF)=[N+](C3=C1C=CC=C3)CCCCCC(N(CCN)CCC4=CC=C([N+]([O-])=O)C=C4)=O
,D11,CN1C(/C=C/C2=CC=C(C=C2)N(C)CCF)=[N+](C3=C1C=CC=C3)CCCCCC(N(CCN)CC4=CC=C([N+]([O-])=O)C=C4)=O
,E3,CN1C(/C=C/C2=CC=C(C=C2)N(C)CCF)=[N+](C3=C1C=CC=C3)CCCCCC(N(CCN)CCCCC)=O
,E4,CN1C(/C=C/C2=CC=C(C=C2)N(C)CCF)=[N+](C3=C1C=CC=C3)CCCCCC(N(CCN)CC4=CC=CC=C4)=O
,E5,CN1C(/C=C/C2=CC=C(C=C2)N(C)CCF)=[N+](C3=C1C=CC=C3)CCCCCC(N(CCN)CC4=CC=CC=C4F)=O
,E6,CN1C(/C=C/C2=CC=C(C=C2)N(C)CCF)=[N+](C3=C1C=CC=C3)CCCCCC(N(CCN)CC4=CC=C(OC)C=C4)=O
,E7,CN1C(/C=C/C2=CC=C(C=C2)N(C)CCF)=[N+](C3=C1C=CC=C3)CCCCCC(N(CCN)CC4CCCCC4)=O
,E8,CN1C(/C=C/C2=CC=C(C=C2)N(C)CCF)=[N+](C3=C1C=CC=C3)CCCCCC(N(CCN)C(C)C4CCCCC4)=O
,E9,CN1C(/C=C/C2=CC=C(C=C2)N(C)CCF)=[N+](C3=C1C=CC=C3)CCCCCC(N(CCN)CC4=CC(OC)=CC=C4)=O
,E10,CN1C(/C=C/C2=CC=C(C=C2)N(C)CCF)=[N+](C3=C1C=CC=C3)CCCCCC(N(CCN)CC4=C(OC)C=CC=C4)=O
,E11,CN1C(/C=C/C2=CC=C(C=C2)N(C)CCF)=[N+](C3=C1C=CC=C3)CCCCCC(N(CCN)C(C)C4=CC=C(F)C=C4)=O
,F2,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=C(OC)C=C3)CCN)=O)C4=C1C=CC=C4
,F3,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=C(C)C=C3)CCN)=O)C4=C1C=CC=C4
,F4,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC(C)=CC=C3)CCN)=O)C4=C1C=CC=C4
,F5,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=C(F)C=C(F)C=C3)CCN)=O)C4=C1C=CC=C4
,F6,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC(Cl)=CC=C3)CCN)=O)C4=C1C=CC=C4
,F7,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC(F)=CC=C3)CCN)=O)C4=C1C=CC=C4
,F8,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCCCCCCCCC)CCN)=O)C3=C1C=CC=C3
,F9,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC(F)=CC(F)=C3)CCN)=O)C4=C1C=CC=C4
,F10,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCCC)CCN)=O)C3=C1C=CC=C3
,F11,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(C(CC)CC)CCN)=O)C3=C1C=CC=C3
,G2,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(C3CCCCC3C)CCN)=O)C4=C1C=CC=C4
,G3,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCCC)CCN)=O)C3=C1C=CC=C3
,G4,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(C3CCC(C)CC3)CCN)=O)C4=C1C=CC=C4
,G5,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC(C)C)CCN)=O)C3=C1C=CC=C3
,G6,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(C3CCCCCC3)CCN)=O)C4=C1C=CC=C4
,G7,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC=CO3)CCN)=O)C4=C1C=CC=C4
,G8,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC(F)=CC=C3F)CCN)=O)C4=C1C=CC=C4
,G9,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC=C(F)C(F)=C3)CCN)=O)C4=C1C=CC=C4
,G10,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=CC=C3F)CCN)=O)C4=C1C=CC=C4
,G11,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=CC=C3Cl)CCN)=O)C4=C1C=CC=C4
,H2,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC(Cl)=CC=C3Cl)CCN)=O)C4=C1C=CC=C4
,H3,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC(C3=CC=CC=C3)C4=CC=CC=C4)CCN)=O)C5=C1C=CC=C5
,H4,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC(Cl)=C(Cl)C=C3)CCN)=O)C4=C1C=CC=C4
,H5,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=C(Br)C=C3)CCN)=O)C4=C1C=CC=C4
,H6,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC(C)CC)CCN)=O)C3=C1C=CC=C3
,H7,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CC3=CC=C(Cl)C=C3F)CCN)=O)C4=C1C=CC=C4
,H8,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCCCCCC\C=C/CCCCCCCC)CCN)=O)C3=C1C=CC=C3
,H9,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCCNC(OC(C)(C)C)=O)CCN)=O)C3=C1C=CC=C3
,H10,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=C(Cl)C=C3)CCN)=O)C4=C1C=CC=C4
,H11,CN1C(/C=C/C2=CC=C(N(CCF)C)C=C2)=[N+](CCCCCC(N(CCC3=CC=C(Cl)C=C3Cl)CCN)=O)C4=C1C=CC=C4